name,success,vote_average,vote_count,director_popularity,cast_popularity,movie_popularity,reputable_production,budget_info,budget,revenue,runtime,tmdb_id,imdb_id,reviews,sentiment,year,month,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science_fiction,tv_movie,thriller,war,western
Metallica: Some Kind of Monster,1,7.019,212,6.768,45.117,9.621,0,0,-1,0,141,11401,tt0387412,0,-999.0,4,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Eloise,0,5.158,212,1.698,223.908,10.259,0,0,-1,0,89,331392,tt3692652,1,-0.7579,16,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Mercy Black,1,6.0,211,1.218,84.107,13.186,1,0,-1,200046,87,590164,tt8758086,0,-999.0,19,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Dark Harvest,1,6.0,211,14.339,186.913,28.884,1,0,-1,0,96,675531,tt9204328,0,-999.0,23,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Afternoon Delight,0,5.751,211,3.478,191.506,27.126,0,0,-1,0,95,156708,tt2312890,1,0.3172,13,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Backtrace,0,5.045,211,2.349,224.399,23.925,1,0,-1,0,87,512412,tt3588588,0,-999.0,18,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Nativity Story,1,7.0,211,11.829,420.338,13.967,1,1,35000000,46400000,101,2447,tt0762121,0,-999.0,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It's a Disaster,1,6.3,211,4.097,130.331,8.913,0,0,-1,0,86,114779,tt1995341,1,0.1195,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimic 2,0,5.3,211,4.922,138.999,19.701,1,1,10000000,0,82,10706,tt0239641,0,-999.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Finestkind,1,7.123,211,10.406,294.656,44.914,0,0,-1,0,126,507532,tt7991508,0,-999.0,23,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Holiday Rush,0,5.612,210,3.377,114.336,15.683,0,0,-1,0,94,639609,tt10091530,0,-999.0,19,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Operative,0,5.83,210,1.179,137.096,23.518,0,0,-1,1431904,120,574207,tt8000718,1,0.7003,19,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Book of Love,1,6.431,210,4.896,263.603,13.665,0,0,-1,0,107,352885,tt1330018,0,-999.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dave Chappelle: Equanimity,1,7.419,210,7.12,12.968,5.878,0,0,-1,0,64,488223,tt7806998,0,-999.0,17,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Story,1,7.252,210,4.781,142.129,26.356,1,1,1600000,5750000,91,621191,tt9285882,0,-999.0,19,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Man from Earth : Holocene,0,5.5,210,11.529,127.789,13.278,0,0,-1,0,98,415312,tt5770864,0,-999.0,17,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Renegade,0,4.852,210,9.32,350.543,26.396,0,1,53000000,0,124,10046,tt0276830,0,-999.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vacation Friends 2,1,6.345,210,4.123,193.789,35.358,0,0,-1,0,106,869641,tt15351980,0,-999.0,23,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonheart: Battle for the Heartfire,1,6.052,210,3.597,132.972,21.758,0,0,-1,0,98,451644,tt5610626,1,0.9654,17,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kissing Jessica Stein,1,6.038,210,1.182,240.523,12.09,1,1,1000000,10013424,97,15647,tt0264761,0,-999.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to Collinwood,1,6.1,210,13.254,274.29,11.015,1,1,1200000,4402922,86,9260,tt0271259,0,-999.0,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Story,1,7.252,210,4.781,142.129,26.356,1,1,1600000,5750000,91,621191,tt9285882,0,-999.0,19,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
I Am Michael,0,5.5,210,3.181,383.349,11.833,0,0,-1,0,98,291869,tt3713030,0,-999.0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vacation Friends 2,1,6.345,210,4.123,193.789,35.358,0,0,-1,0,106,869641,tt15351980,0,-999.0,23,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winning London,0,5.981,210,3.795,92.446,7.902,0,0,-1,0,93,36269,tt0272360,0,-999.0,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Too Big to Fail,1,7.017,210,10.498,488.513,13.09,1,0,-1,0,97,65034,tt1742683,0,-999.0,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Lost in La Mancha,1,7.0,210,3.172,274.398,8.708,0,0,-1,0,93,21189,tt0308514,0,-999.0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Kill It,1,6.0,210,15.931,141.69400000000002,14.568,0,1,3500000,0,83,405882,tt3113696,0,-999.0,16,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Wolves at the Door,0,4.919,209,3.527,121.375,9.659,1,0,-1,0,73,363111,tt4670016,1,0.8608,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Curse of Sleeping Beauty,0,5.074,209,3.935,145.505,13.642,0,0,-1,0,89,388440,tt4118606,0,-999.0,16,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Summer '03,0,5.789,209,0.892,204.374,15.574,0,0,-1,0,102,501630,tt7284204,0,-999.0,18,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BloodRayne: The Third Reich,0,3.876,209,6.172,164.765,11.8,0,1,10000000,0,79,12685,tt1153546,0,-999.0,10,11,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Cruel Intentions 3,0,4.8,209,8.032,93.4,17.949,1,0,-1,0,85,5460,tt0391891,1,-0.3506,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Lincoln Vampire Hunter: The Great Calamity,1,8.2,209,1.665,26.534,7.661,0,0,-1,0,7,297610,tt2396396,0,-999.0,12,10,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Altered,0,5.4,209,6.625,69.173,10.952,0,1,8000000,0,88,14458,tt0457275,0,-999.0,6,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Breaker Upperers,0,5.2,209,6.335,223.374,11.359,0,0,-1,0,82,502143,tt6728096,1,0.988,18,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Main Event,1,6.548,209,2.932,190.867,23.353,1,0,-1,0,102,637157,tt10540242,0,-999.0,20,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Survivors,1,6.151,209,1.213,153.197,28.469,0,0,-1,0,95,270771,tt2558318,0,-999.0,14,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Pamela, A Love Story",1,7.0,209,3.542,147.642,14.287,0,0,-1,0,113,1061671,tt18376122,0,-999.0,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hell Baby,0,5.156,209,16.782,206.374,12.422,0,1,2500000,0,98,159092,tt2318527,0,-999.0,13,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A Fairly Odd Movie: Grow Up, Timmy Turner!",0,4.789,209,5.052,256.918,18.361,0,0,-1,0,57,70338,tt1696192,0,-999.0,11,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Every Thing Will Be Fine,0,5.438,209,22.42,279.407,10.062,0,1,12000000,554953,118,246127,tt1707380,0,-999.0,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barbie in Princess Power,1,6.18,208,5.083,136.557,11.418,1,0,-1,0,74,316322,tt4215332,0,-999.0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muzzle,1,6.303,208,0.885,118.31,80.227,0,0,-1,7807,100,939335,tt17663876,0,-999.0,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeros and Ones,0,4.875,208,6.664,107.161,17.926,0,0,-1,0,85,762433,tt13432484,0,-999.0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3022,0,5.3,208,3.379,178.557,13.363,0,0,-1,0,90,640882,tt9465600,1,-0.1882,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Last Station,1,6.334,208,13.703,214.846,12.022,0,0,-1,0,112,36811,tt0824758,0,-999.0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
True Spirit,1,7.0,208,1.131,159.962,24.516,0,0,-1,0,109,739986,tt2353868,0,-999.0,23,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mrs. Henderson Presents,1,6.685,208,9.581,321.544,10.359,0,0,-1,0,103,10773,tt0413015,0,-999.0,5,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Day to Die,0,5.817,208,3.291,194.704,23.169,0,1,98616,0,101,864116,tt14412366,0,-999.0,22,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Eden,1,6.599,208,2.673,127.363,19.631,0,0,-1,0,98,96599,tt1734433,0,-999.0,12,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Borderland,0,5.4,208,2.03,193.682,18.984,1,0,-1,0,105,13548,tt0452592,0,-999.0,7,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Test,1,6.832,208,0.596,9.51,5.763,0,0,-1,0,89,226979,tt2407380,0,-999.0,13,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Doctor Who: The Waters of Mars,1,7.9,208,3.459,143.823,13.647,0,0,-1,0,62,281979,tt1413314,0,-999.0,9,11,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
Highwaymen,0,5.663,208,9.194,191.384,14.762,1,0,-1,371396,80,29979,tt0339147,0,-999.0,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
John Mulaney: Kid Gorgeous at Radio City,1,7.875,208,2.339,10.985,5.149,0,0,-1,0,65,520594,tt8271714,0,-999.0,18,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rescue,1,7.93,207,6.609,3.901,20.981,0,0,-1,946634,107,680058,tt9098872,1,0.8478,21,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
They Look Like People,1,6.244,207,3.166,12.088,7.796,0,0,-1,0,80,325302,tt4105970,0,-999.0,16,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Sympathy for the Devil,1,6.0,207,1.179,154.657,27.635,0,0,-1,0,90,1030987,tt21991654,1,0.9531,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Until Death,0,5.901,207,5.161,247.142,18.119,1,1,10000000,0,106,20411,tt0783598,0,-999.0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
X-Men: The Mutant Watch,1,6.978,207,2.524,427.29,32.952,1,0,-1,0,22,447399,tt0285761,0,-999.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Selfish Giant,1,7.3,207,3.796,117.337,8.349,1,0,-1,12189,91,194101,tt2304426,1,-0.4148,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Looking: The Movie,1,7.2,207,4.759,145.66,9.037,0,0,-1,0,85,371738,tt4552118,0,-999.0,16,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Stuck in the Suburbs,1,6.0,207,5.052,227.482,17.178,0,1,1000000,0,89,115626,tt0410696,1,0.9653,4,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
The Reluctant Fundamentalist,1,6.633,207,7.552,345.449,25.045,0,1,15000000,2200000,130,121677,tt2032557,0,-999.0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I Am Heath Ledger,1,7.4,207,2.505,200.033,9.75,0,0,-1,0,90,450945,tt6739646,0,-999.0,17,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Heath Ledger,1,7.4,207,2.505,200.033,9.75,0,0,-1,0,90,450945,tt6739646,0,-999.0,17,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harriet the Spy: Blog Wars,0,5.1,207,7.885,168.34,11.367,0,0,-1,0,90,49350,tt1545097,0,-999.0,10,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Grace,0,4.879,207,5.326,208.632,19.123,0,0,-1,0,87,289416,tt3068192,0,-999.0,14,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Thing About Harry,1,6.9,207,9.869,124.384,14.356,0,0,-1,0,86,647325,tt11324534,1,0.9545,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Unfrosted,0,5.225,207,13.616,776.077,60.811,0,0,-1,0,97,844185,tt14914430,1,0.9883,24,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Return,1,6.92,207,0.081,0.0,9.005,0,0,-1,0,8,839321,,0,-999.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Driven,1,6.244,207,6.217,378.419,16.535,0,0,-1,147172,113,520016,tt5592796,0,-999.0,19,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Stories We Tell,1,7.07,207,14.125,106.937,12.732,0,0,-1,0,109,128216,tt2366450,0,-999.0,12,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transit,0,5.7,207,7.692,207.59,14.456,0,1,5000000,0,88,82485,tt1059836,1,-0.5888,12,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Master Gardener,1,6.227,207,13.088,185.235,34.791,0,1,4100000,1506008,111,869612,tt15342244,1,0.9363,23,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Benny Loves You,0,5.855,207,1.807,9.301,14.05,0,1,10000,0,94,647302,tt3917506,1,-0.947,19,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harry & Meghan: A Royal Romance,1,7.0,207,4.91,203.976,13.392,1,0,-1,0,120,518527,tt7883022,0,-999.0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Master Gardener,1,6.227,207,13.088,185.235,34.791,0,1,4100000,1506008,111,869612,tt15342244,1,0.9363,23,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Shrine,0,5.423,207,1.783,137.706,8.302,0,1,1500000,0,85,47763,tt1341710,1,0.9547,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tape,1,6.861,206,10.461,125.157,11.288,0,1,100000,490475,86,23949,tt0275719,0,-999.0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Galaxy,0,5.097,206,4.768,16.403,9.357,0,0,-1,0,76,540247,tt8783146,1,0.9815,18,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Poms,1,6.619,206,0.575,304.886,15.396,1,0,-1,8600192,91,574241,tt5125894,0,-999.0,19,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Scorpion King 4: Quest for Power,0,5.155,206,6.905,220.372,19.229,1,0,-1,0,105,297291,tt3086386,1,-0.3971,15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In Fear,0,5.563,206,2.594,36.974,12.509,1,0,-1,0,85,159095,tt2165859,1,-0.8851,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
God Help the Girl,1,6.6,206,0.875,114.288,6.828,0,0,-1,0,111,245859,tt2141751,0,-999.0,14,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Occupation,0,4.529,206,6.037,174.811,11.431,0,1,6000000,0,119,503346,tt6774786,1,-0.8207,18,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1 Mile To You,1,6.519,206,4.626,178.107,8.47,1,0,-1,0,104,342472,tt2184233,0,-999.0,17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Best Friend's Exorcism,0,5.82,206,3.216,104.085,14.958,0,0,-1,0,96,816952,tt7830806,0,-999.0,22,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Young Offenders,1,7.133,206,1.526,43.2,11.819,1,0,-1,0,84,408159,tt4714568,0,-999.0,16,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chestnut: Hero of Central Park,1,7.274,206,41.77,213.082,33.553,0,0,-1,0,87,34672,tt0387925,0,-999.0,4,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rise of the Footsoldier,1,6.32,206,4.117,158.716,8.076,0,1,4000000,0,119,13054,tt0901507,1,0.8976,7,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Reef: Stalked,0,5.7,205,6.149,35.24,12.494,0,0,-1,1406501,93,730167,tt12735282,1,0.2717,22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Down in the Valley,0,5.9,205,3.42,317.972,10.245,0,1,8000000,852872,112,7870,tt0398027,0,-999.0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Kung Fu Panda: Secrets of the Scroll,1,6.834,205,1.778,296.178,18.744,1,0,-1,0,23,381693,tt5513770,0,-999.0,16,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Land Before Time IX: Journey to Big Water,1,6.22,205,4.571,125.025,11.802,0,0,-1,0,71,25556,tt0345543,1,0.963,2,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! Stage Fright,1,7.632,205,4.043,319.275,18.763,1,0,-1,0,75,203696,tt3025994,0,-999.0,13,8,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Kung Fu Panda: Secrets of the Scroll,1,6.834,205,1.778,296.178,18.744,1,0,-1,0,23,381693,tt5513770,0,-999.0,16,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Reef: Stalked,0,5.7,205,6.149,35.24,12.494,0,0,-1,1406501,93,730167,tt12735282,1,0.2717,22,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Poker Night,0,5.922,205,1.144,227.64,11.675,0,0,-1,0,104,298093,tt2548208,0,-999.0,14,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lake Placid vs. Anaconda,0,5.02,205,1.581,112.349,15.258,0,0,-1,0,92,336560,tt4497416,1,-0.6873,15,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Head in the Clouds,0,5.937,205,3.737,308.041,15.252,0,0,-1,0,121,18804,tt0338097,1,0.9978,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Girl,1,6.115,205,3.553,124.22,43.042,0,0,-1,0,90,717634,tt9392374,0,-999.0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dark Tide,0,4.8,205,7.14,91.069,25.561,1,1,25000000,432274,113,59963,tt1507563,1,-0.3073,12,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Contracted: Phase II,0,5.245,205,0.997,104.565,13.712,0,0,-1,0,78,345468,tt4255110,0,-999.0,15,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Spider-Ham: Caught in a Ham,1,6.9,205,2.678,16.066,6.481,0,0,-1,0,5,583055,tt9803682,1,0.8591,19,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Young People Fucking,0,5.8,205,4.759,134.907,12.806,0,1,1500000,0,90,13019,tt0913445,0,-999.0,7,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Never Grow Old,1,6.0,205,2.696,155.108,10.923,1,1,12000000,106796,101,498743,tt1158939,1,-0.1565,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Return to Horror Hotel,1,6.732,205,0.02,19.81,5.983,0,0,-1,0,83,616073,tt10581102,0,-999.0,19,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Other Side of the Wind,1,6.739,205,20.756,451.827,9.828,0,1,12000000,0,122,299782,tt0069049,0,-999.0,18,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Road Trip: Beer Pong,0,5.371,205,5.94,125.627,12.713,0,0,-1,0,96,20618,tt1319733,0,-999.0,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Days,1,6.822,205,2.112,192.473,18.614,0,1,10000000,969204,124,607430,tt10451852,0,-999.0,21,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Charlie Says,0,5.9,205,9.472,346.613,9.978,0,0,-1,98240,104,471859,tt1759744,1,-0.9348,19,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hoax,1,6.256,205,15.473,381.585,16.653,1,1,25000000,11772461,116,9903,tt0462338,0,-999.0,6,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Breaking Wind,0,3.324,205,5.469,69.51899999999999,12.652,0,0,-1,0,83,80384,tt1651323,0,-999.0,12,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Diary of a Mad Black Woman,1,6.532,204,6.513,259.407,14.879,1,1,5500000,50652203,116,16186,tt0422093,1,0.3935,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mercy,0,5.1,204,3.536,201.849,15.81,1,0,-1,0,78,180305,tt2481496,0,-999.0,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Returned,1,6.027,204,2.845,163.331,13.766,0,0,-1,0,98,227094,tt2093270,0,-999.0,13,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Lazer Team,0,5.502,204,3.77,244.006,8.957,0,1,2480421,0,102,279096,tt3864024,0,-999.0,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Magic Beyond Words: The J.K. Rowling Story,1,6.9,204,3.664,186.425,8.99,0,0,-1,0,87,80530,tt1979269,0,-999.0,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beavis and Butt-Head Do the Universe,1,6.98,204,3.35,362.695,12.733,0,0,-1,0,86,828947,tt14145426,1,0.9042,22,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
When You're Strange,1,7.343,204,4.705,186.883,8.268,0,0,-1,0,86,37659,tt1333667,1,0.9731,10,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A Turtle's Tale 2: Sammy's Escape from Paradise,0,5.8,204,3.1,270.553,21.675,1,0,-1,0,92,113594,tt2288005,0,-999.0,12,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas with You,0,5.77,204,4.11,105.509,13.412,0,0,-1,0,91,936960,tt15824322,0,-999.0,22,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lazer Team,0,5.502,204,3.77,244.006,8.957,0,1,2480421,0,102,279096,tt3864024,0,-999.0,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Art School Confidential,1,6.1,204,4.775,611.068,11.053,0,0,-1,3307157,102,9786,tt0364955,0,-999.0,6,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
State and Main,1,6.328,204,4.783,407.843,8.474,0,0,-1,9206279,106,21991,tt0120202,0,-999.0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Endless,1,6.8,204,2.574,239.634,11.568,1,0,-1,439418,95,470610,tt5723282,0,-999.0,20,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Exorcism of Molly Hartley,0,5.0,204,2.64,84.19500000000001,13.942,0,0,-1,0,96,353345,tt3800796,0,-999.0,15,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Calling,0,5.831,204,5.307,316.037,13.605,1,0,-1,0,108,283384,tt1666335,0,-999.0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inside the Mind of a Cat,1,7.3,204,0.748,0.005,8.682,0,0,-1,0,67,1003180,tt21340412,1,0.8927,22,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulk vs. Thor,1,6.755,204,6.402,178.439,15.015,1,0,-1,0,45,101907,,0,-999.0,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Saving Face,1,7.319,204,4.57,114.354,29.14,0,1,2500000,1230000,97,19316,tt0384504,0,-999.0,4,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Doctor Who: The Next Doctor,1,7.4,204,5.291,95.2,7.972,0,0,-1,0,60,317190,tt1321969,0,-999.0,8,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
The Photograph,1,6.409,203,2.548,163.484,11.877,1,1,16000000,20690779,106,589049,tt7798646,1,0.2578,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Silk,0,5.8,203,3.269,367.389,40.635,0,1,20000000,0,107,14753,tt0494834,0,-999.0,7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Bridge,1,6.756,203,1.76,10.457,11.168,0,1,25000,179780,93,1666,tt0799954,0,-999.0,6,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fireflies in the Garden,1,6.16,203,1.313,387.316,11.433,0,1,8000000,6692182,108,7353,tt0961108,0,-999.0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Burrowers,0,5.874,203,2.725,244.129,24.923,0,1,7000000,0,96,15846,tt0445939,1,0.9607,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
